Date,Category,Rejected Cat 1,Rejected Cat 2,Puzzle,Letters,Prize,Win?,Notes,Season
"April 12, 2022",Thing,Event,Living Thing,VERY HEAVY BAGGAGE,D M P I,"$39,000",No,NA,39
"April 13, 2022",Person,Thing,Phrase,THE GOLDEN BOY,B Y G O,"$50,000",Yes,NA,39
"April 14, 2022",Phrase,Things,What Are You Doing?,I WISH YOU WOULD,D C B O,"$100,000",No,NA,39
"April 15, 2022",Phrase,Place,Thing,IN THE PUBLIC SQUARE,G C P O,"$39,000",Yes,NA,39
"April 18, 2022",Food & Drink,Thing,Phrase,FROZEN YOGURT,F C M O D,"$45,000",Yes,NA,39
"April 19, 2022",In the Kitchen,Phrase,Thing,BAKING SUPPLIES,M D B A P,Volkswagen Tiguan,Yes,NA,39
"April 20, 2022",What Are You Doing?,Things,Phrase,BEING PLAYFUL,F G C O,Volkswagen Tiguan,Yes,NA,39
"April 21, 2022",Occupation,Places,Things,PROJECT MANAGER,H P D O,"$39,000",Yes,NA,39
"April 22, 2022",Phrase,Thing,Living Things,I AM AN OPEN BOOK,P G F O,"$45,000",Yes,NA,39
"April 25, 2022",Event,Thing,Living Thing,HOLIDAY GALA,C D M A,Ford Escape,No,NA,39
"April 26, 2022",Event,Phrase,Thing,A QUICK GETAWAY,M D C A,"$39,000",No,NA,39
"April 27, 2022",Fun & Games,Person,Place,A TRICKY PUZZLE,C P D A,"$45,000",Yes,NA,39
"April 28, 2022",What Are You Wearing?,Thing,Phrase,WORK UNIFORM,C M K O,"$39,000",Yes,NA,39
"April 29, 2022",People,Phrase,Things,A BUNCH OF KIDS,C D B A,"$39,000",No,NA,39
"May 2, 2022",Phrase,Place,Thing,THEY FOUND THE WAY,H P Y A,"$39,000",No,NA,39
"May 3, 2022",Phrase,People,Thing,IN A JUBILANT MOOD,C H D A,"$39,000",No,NA,39
"May 4, 2022",What Are You Doing?,Place,Phrase,PACKING MY GYM BAG,D C M A,"$100,000",Yes,NA,39
"May 5, 2022",Phrase,Thing,Living Thing,PUMP UP THE VOLUME,C K P A,"$39,000",No,NA,39
"May 6, 2022",What Are You Doing?,Phrase,Thing,IMPROVING THE QUALITY,M H F O,"$39,000",No,NA,39
"May 9, 2022",What Are You Doing?,Place,Things,PARTING WAYS,D C P O,"$100,000",Yes,NA,39
"May 10, 2022",Thing,Phrase,Living Thing,OFFICIAL POLICY,C D M A,"$39,000",No,NA,39
"May 11, 2022",Phrase,Event,Thing,QUITE AMBITIOUS,C P G O,"$39,000",No,NA,39
"May 12, 2022",What Are You Doing?,Phrase,Thing,BUILDING A GAZEBO,M C B A,"$39,000",No,NA,39
"May 13, 2022",Food & Drink,People,Thing,CAKE BAKING IN THE OVEN,M D H O,Mini Cooper,No,NA,39
"May 16, 2022",Living Thing,Thing,People,LEAFY VINE,D M G O,Ford Edge,No,NA,39
"May 17, 2022",Thing,Phrase,Event,A LOVELY BOUQUET,D C M A,"$39,000",No,NA,39
"May 18, 2022",Place,Thing,What Are You Doing?,JAZZ CLUB,G C B A,"$39,000",No,NA,39
"May 19, 2022",Event,Thing,Phrase,A FAMILY VISIT,V D M A C,"$39,000",Yes,NA,39
"May 20, 2022",Things,Place,What Are You Doing?,HIGHWAY MAPS,P Y H O,Ford Edge,Yes,NA,39
"May 23, 2022",Phrase,Places,Things,BACK UP YOUR PHOTOS,D H M A,Volkswagen Golf,No,NA,39
"May 24, 2022",Person,Thing,Phrase,AVERAGE GUY,G J V A,"$39,000",Yes,NA,39
"May 25, 2022",Living Thing,Thing,People,PINK DAFFODIL,C P M O,"$39,000",No,NA,39
"May 26, 2022",Phrase,Thing,Event,ON THE BANDWAGON,C M P O,"$100,000",Yes,NA,39
"May 27, 2022",Living Thing,Thing,Place,WHITE HONEYSUCKLE,H C K O,Volkswagen Golf,Yes,NA,39
"May 30, 2022",Thing,Phrase,Food & Drink,GOOD TIMING,D M G A,"$39,000",Yes,NA,39
"May 31, 2022",Place,People,Thing,A FAMOUS HOUSE,P H G O,Ford Bronco Sport,No,NA,39
"June 1, 2022",What Are You Doing?,Things,Person,MOTIVATING MYSELF,C D F O,"$45,000",No,NA,39
"June 2, 2022",Fun & Games,Phrase,What Are You Doing?,BLUFFING IN POKER,B M D A G,"$39,000",No,NA,39
"June 3, 2022",Event,Thing,Phrase,AN EPIC QUEST,C H P I D,Ford Bronco Sport,Yes,NA,39
"June 6, 2022",Fun & Games,Thing,Phrase,GOING UNDEFEATED,G D C O,Ford Escape,Yes,NA,39
"June 7, 2022",Place,Thing,Living Thing,BEAUTIFUL MEADOW,P D G O,Ford Edge,No,NA,39
"June 8, 2022",Living Things,Thing,Place,SWIFT FOXES,F H G I,"$39,000",No,NA,39
"June 9, 2022",Phrase,Things,Places,IT BOGGLES THE MIND,C M D O,"$39,000",Yes,NA,39
"June 10, 2022",Living Things,Thing,Event,PACK OF DINGOES,G H P O D,Mini Cooper,Yes,NA,39
"September 12, 2022",Phrase,Thing,Around the House,HIDING IN PLAIN SIGHT,W G C O,"$45,000",Yes,NA,40
"September 13, 2022",Food & Drink,Places,Thing,DELICIOUS TAFFY,D C M A,"$100,000",No,NA,40
"September 14, 2022",Fun & Games,Thing,Person,A ROYAL FLUSH,Y F H A,BMW X3,Yes,NA,40
"September 15, 2022",Phrase,Thing,Food & Drink,I AM HOPEFUL,C D M A,"$40,000",No,NA,40
"September 16, 2022",What Are You Doing?,Thing,Fun & Games,PROVING MY POINT,B G M O,BMW X3,Yes,NA,40
"September 19, 2022",Fun & Games,People,Thing,PLAYING IN OVERTIME,P G D O,"$45,000",Yes,NA,40
"September 20, 2022",Person,Thing,Phrase,PAYING GUEST,G M H A,Ford Mustang,Yes,NA,40
"September 21, 2022",Living Thing,Thing,Phrase,YOUNG KOALA,C D P A,"$45,000",Yes,NA,40
"September 22, 2022",Place,Thing,Phrase,JUNGLE HIDEAWAY,P C H O,Ford Mustang,No,NA,40
"September 23, 2022",Phrase,Thing,Event,CUTE AND FUZZY,G H P O,Ford Mustang,No,NA,40
"September 26, 2022",Phrase,Thing,Event,JUST FOR FUN,B F W O,Mini Cooper,Yes,NA,40
"September 27, 2022",What Are You Doing?,Phrase,Things,HOWLING LIKE A WOLF,G D C A,"$1,000,000",No,NA,40
"September 28, 2022",Food & Drink,Phrase,Thing,FROZEN VEGGIES,M C F A,"$40,000",Yes,NA,40
"September 29, 2022",In the Kitchen,On the Map,Things,WAFFLE IRON,B G D I,"$40,000",Yes,NA,40
"September 30, 2022",Phrase,Thing,Food & Drink,DON'T MAKE WAVES,D M P A,"$40,000",No,NA,40
"October 3, 2022",Food & Drink,Thing,Phrase,JUICY PEACHES,P G M O,Ford Explorer,No,NA,40
"October 4, 2022",Phrase,Place,Thing,QUITE A VIEW,B D M A,"$40,000",No,NA,40
"October 5, 2022",Phrase,People,Thing,YOU MARK MY WORDS,P H D O M,"$40,000",No,NA,40
"October 6, 2022",Phrase,Event,Thing,OF HIGH VALUE,H C M O,"$40,000",No,NA,40
"October 7, 2022",Phrase,Thing,What Are You Wearing?,CHOOSE YOUR OWN PATH,C M H O,Ford Explorer,Yes,NA,40
"October 10, 2022",Person,Fun & Games,Thing,MOTIVATED PLAYER,C H D A,Ford Escape,No,NA,40
"October 11, 2022",Food & Drink,Thing,What Are You Wearing?,PANCAKES MADE FROM SCRATCH,C P M O,"$40,000",Yes,NA,40
"October 12, 2022",Phrase,Person,Thing,FLIP THE PAGE,P C H A,"$40,000",No,NA,40
"October 13, 2022",Around the House,Place,Thing,PORCELAIN VASE,C P V A G,"$45,000",Yes,NA,40
"October 14, 2022",Place,Phrase,Thing,MY HOME GYM,M P G O H,"$40,000",Yes,NA,40
"October 17, 2022",In the Kitchen,Phrase,Thing,QUALITY BAKEWARE,B C D O,"$40,000",No,NA,40
"October 18, 2022",Person,Thing,Phrase,FINANCIAL EXPERT,M C V O,Infiniti QX50,No,NA,40
"October 19, 2022",Phrase,Thing,Event,BEYOND MEASURE,M C D I,"$40,000",No,NA,40
"October 20, 2022",Places,Things,Phrase,PUMPKIN PATCHES,C D M A,"$40,000",Yes,NA,40
"October 21, 2022",Fun & Games,Thing,Phrase,SOLVING PUZZLES,C M P I,Infiniti QX50,No,NA,40
"October 24, 2022",Event,Thing,Phrase,FANCY BANQUET,P D C O,"$40,000",No,NA,40
"October 25, 2022",Phrase,Things,Place,MAKE IT QUICK,M D P I,"$40,000",Yes,NA,40
"October 26, 2022",What Are You Wearing?,Thing,Place,WHITE BLOUSE,B C M O P,Mini Cooper,Yes,NA,40
"October 27, 2022",Phrase,Thing,Person,WAKE THE KIDS,G H P O M,"$40,000",No,NA,40
"October 28, 2022",Person,Place,Things,A QUIET BABY,D P M A,"$40,000",No,NA,40
"October 31, 2022",Phrase,Event,Thing,MIGHTY AND POWERFUL,D B C A,"$40,000",No,NA,40
"November 1, 2022",Phrase,Thing,Food & Drink,YOUR FAIR SHARE,P H M O D,Mercedes-Benz GLB,No,NA,40
"November 2, 2022",Phrase,Place,Thing,QUITE PERPLEXING,M P C O,Mercedes-Benz GLB,Yes,NA,40
"November 3, 2022",Event,Phrase,Thing,MAJOR DOWNPOUR,D P M O,"$40,000",Yes,NA,40
"November 4, 2022",Place,Thing,Phrase,HIS MAN CAVE,H B P U,"$40,000",Yes,NA,40
"November 7, 2022",Place,Phrase,Thing,PRIVATE DRIVEWAY,C D M O,"$40,000",No,NA,40
"November 8, 2022",Place,Thing,What Are You Wearing?,A FRIGID POND,C D G A,"$40,000",No,NA,40
"November 9, 2022",Around the House,Phrase,Thing,SQUEAKY HINGE,C F O M,"$45,000",No,NA,40
"November 10, 2022",Event,Thing,Phrase,LAVISH GALA,B G K O,Mazda CX-50,No,NA,40
"November 11, 2022",Phrase,Thing,What Are You Doing?,WE LOVE PIZZA,M B O V,"$40,000",No,NA,40
"November 14, 2022",Food & Drink,Phrase,Thing,GUAVA CAKE,C K M A,"$40,000",Yes,NA,40
"November 15, 2022",Phrase,Around the House,Thing,ABOUT TO DOZE OFF,C D M A G,"$100,000",No,NA,40
"November 16, 2022",Phrase,Thing,Food & Drink,I WAS BLUFFING,C G P A,"$40,000",No,NA,40
"November 17, 2022",Place,Phrase,Thing,AIRPLANE HANGAR,D M H A,Lincoln Corsair,Yes,NA,40
"November 18, 2022",Phrase,Thing,What Are You Doing?,NO TIME TO QUIBBLE,H M D O,"$40,000",No,NA,40
"November 21, 2022",Phrase,Places,Thing,BE QUICK ABOUT IT,C M H I,"$40,000",No,NA,40
"November 22, 2022",Person,Phrase,Thing,YOUTUBER,M P D I,"$40,000",No,NA,40
"November 23, 2022",What Are You Wearing?,Phrase,Thing,DOWN JACKET,C K A M,Mini Cooper,No,NA,40
"November 24, 2022",What Are You Doing?,Phrase,Thing,WAITING AROUND,P D W A,"$45,000",Yes,NA,40
"November 25, 2022",What Are You Doing?,Thing,Event,WAKING UP AT NIGHT,G H P I,"$40,000",No,NA,40
"November 28, 2022",People,Thing,Phrase,KIDS AT PLAY,A P G D,Mini Cooper,Yes,NA,40
"November 29, 2022",Place,Thing,Phrase,AN OLD FARMHOUSE,D C H O G,"$50,000",Yes,NA,40
"November 30, 2022",Thing,Event,Phrase,A VAGUE CONCEPT,D M A C,"$40,000",No,NA,40
"December 1, 2022",What Are You Doing?,Phrase,Thing,PAYING MY OWN WAY,M P C A D,"$40,000",Yes,NA,40
"December 2, 2022",Food & Drink,Person,Thing,A BOWL OF GUMBO,C M D O,Nissan Pathfinder,No,NA,40
"December 5, 2022",Thing,Person,Phrase,A FAINT HOPE,G M D A B,"$40,000",No,NA,40
"December 6, 2022",What Are You Doing?,Thing,Phrase,AVOIDING HURDLES,C P M O,"$40,000",No,NA,40
"December 7, 2022",Living Thing,Phrase,Thing,FLUFFY HARE,P G M O,"$45,000",No,NA,40
"December 8, 2022",Phrase,Thing,What Are You Doing?,QUICK TO ACTION,B M C A,"$40,000",No,NA,40
"December 9, 2022",What Are You Doing?,Thing,Phrase,FIXING A LEAK,D C H A,"$40,000",No,NA,40
"December 12, 2022",Event,Thing,Phrase,BIRTHDAY BASH,P B C O,"$40,000",Yes,NA,40
"December 13, 2022",People,Phrase,Thing,A PANEL OF JUDGES,P D M O,"$40,000",Yes,NA,40
"December 14, 2022",Phrase,Place,Things,DON'T QUOTE ME,D C M O,"$40,000",Yes,NA,40
"December 15, 2022",Living Things,Phrase,Thing,PLAYFUL DOLPHINS,P G M O,"$40,000",Yes,NA,40
"December 16, 2022",What Are You Doing?,Thing,Person,APPLYING OURSELVES,M P C A H,"$50,000",No,NA,40
"December 19, 2022",Phrase,Thing,Around the House,FROM THE GROUND UP,G D B O H,"$40,000",Yes,NA,40
"December 20, 2022",What Are You Doing?,Thing,Phrase,PLAYING THE TUBA,G P B O,"$40,000",Yes,NA,40
"December 21, 2022",Phrase,Food & Drink,Thing,IF YOU KNOW WHAT I MEAN,A M C P,"$40,000",No,NA,40
"December 22, 2022",What Are You Doing?,Thing,Phrase,IMPROVISING,C D M A,Chevrolet Equinox,No,NA,40
"December 23, 2022",Event,Phrase,Thing,INFORMAL GATHERING,D M C O,"$40,000",No,NA,40
"December 26, 2022",Event,Thing,Phrase,THE BIG FINISH,H G P A,"$40,000",Yes,NA,40
"December 27, 2022",Thing,Place,Phrase,A QUICK PIVOT,C H M O,Mercedes-Benz CLA,No,NA,40
"December 28, 2022",People,Thing,Phrase,BRIGHT KIDS,D G B I M,"$40,000",Yes,NA,40
"December 29, 2022",Thing,Event,Phrase,A BOLD CHOICE,D M P I,"$45,000",No,NA,40
"December 30, 2022",Person,Thing,Phrase,ORIGINAL FOUNDER,D G P A,Mercedes-Benz CLA,No,NA,40
"January 2, 2023",What Are You Doing?,Phrase,Thing,WORKING HARD,B G H O P,"$40,000",Yes,NA,40
"January 3, 2023",Food & Drink,Thing,Phrase,HAWAIIAN CRUISE,C H M I,Mazda CX-9,Yes,NA,40
"January 4, 2023",Living Thing,Thing,Phrase,POWERFUL JAGUAR,C G P A,"$45,000",No,NA,40
"January 5, 2023",Place,Thing,Phrase,QUIET NEIGHBORHOOD,G H B I,Mazda CX-9,Yes,NA,40
"January 6, 2023",Phrase,Food & Drink,Thing,IN HIGH GEAR,B C H A,"$40,000",Yes,NA,40
"January 9, 2023",Food & Drink,Person,Things,RHUBARB JAM,G D C A M,"$40,000",Yes,NA,40
"January 10, 2023",Phrase,Thing,What Are You Doing?,I BOUGHT IT ON A WHIM,H B P O,"$40,000",Yes,NA,40
"January 11, 2023",Phrase,People,Thing,THEY OWE ME A FAVOR,H C G A D,"$40,000",Yes,NA,40
"January 12, 2023",Food & Drink,Thing,Phrase,FOAMY MILK,M H C O,Nissan Pathfinder,No,NA,40
"January 13, 2023",What Are You Doing?,Thing,Phrase,MOVING FAR AWAY,M B F A,"$40,000",Yes,NA,40
"January 16, 2023",Around the House,Thing,Phrase,LARGE PACKING BOXES,G H B O,"$40,000",Yes,NA,40
"January 17, 2023",Living Things,Thing,Phrase,BABY HIPPOS,M P D I,"$50,000",No,NA,40
"January 18, 2023",Phrase,What Are You Doing?,Thing,POISED FOR ACTION,M F D O,"$40,000",No,NA,40
"January 19, 2023",Phrase,Food & Drink,Thing,BUST A MOVE,C D M A B,"$100,000",Yes,NA,40
"January 20, 2023",Thing,Fun & Games,Phrase,A PECULIAR QUIRK,P C B A,Volkswagen Atlas,No,NA,40
"January 23, 2023",What Are You Doing?,Phrase,Thing,WAVING MY HANDS,D H P O,"$40,000",No,NA,40
"January 24, 2023",In the Kitchen,Thing,Phrase,CERAMIC COOKWARE,C P H O,"$45,000",Yes,NA,40
"January 25, 2023",Thing,Place,Phrase,BAFFLING MYSTERY,Y G M O,Ford Escape,No,NA,40
"January 26, 2023",Fun & Games,Thing,Phrase,TAKING A QUICK JOG,M H C A,"$45,000",No,NA,40
"January 27, 2023",Around the House,Thing,Phrase,CHROME FAUCET,C D M A P,Ford Escape,Yes,NA,40
"January 30, 2023",Event,Thing,Phrase,BINGO NIGHT,H G C I,"$40,000",No,NA,40
"January 31, 2023",What Are You Wearing?,Phrase,Thing,PLUSH BATHROBE,P D B A,Lincoln Corsair,Yes,NA,40
"February 1, 2023",Food & Drink,Phrase,Things,A SLICE OF HONEYDEW,P C D A,"$40,000",Yes,NA,40
"February 2, 2023",Living Thing,Phrase,Thing,WILD ORCHID,D P M O,Mercedes-Benz CLA,Yes,NA,40
"February 3, 2023",What Are You Doing?,Phrase,Thing,TOYING WITH THE IDEA,H D P A,Volkswagen Atlas,No,NA,40
"February 6, 2023",Phrase,Around the House,Thing,ON A DAILY BASIS,D F B A,"$40,000",Yes,NA,40
"February 7, 2023",Phrase,Thing,Event,WE JOINED A GYM,B C D O,"$50,000",No,NA,40
"February 8, 2023",Phrase,Thing,People,ALMOST ENOUGH,G H D O,"$40,000",No,NA,40
"February 9, 2023",Thing,Person,Phrase,AUTOGRAPHED COPY,D B H A,"$40,000",No,NA,40
"February 10, 2023",Phrase,Event,Thing,WAY AHEAD OF THE CROWD,M H D A,Chevrolet Blazer,Yes,NA,40
"February 13, 2023",Food & Drink,Thing,Phrase,PANCAKES AND WAFFLES,P B M O H,"$50,000",Yes,NA,40
"February 14, 2023",What Are You Wearing?,Thing,Phrase,LONG FLOWING ROBE,H B G O M,Mercedes-Benz CLA,Yes,NA,40
"February 15, 2023",Phrase,Living Thing,Thing,WE GO WAY BACK,C D H O,Mercedes-Benz GLA,No,NA,40
"February 16, 2023",Food & Drink,Phrase,Thing,WARM GOOEY BROWNIES,D G P A M,"$40,000",No,NA,40
"February 17, 2023",What Are You Doing?,Thing,Phrase,FOCUSING ON MY WORK,G D P A,Mercedes-Benz GLA,No,NA,40
"February 20, 2023",Food & Drink,Thing,Phrase,COOKIE DOUGH,C M F I,"$40,000",No,NA,40
"February 21, 2023",Phrase,Thing,Around the House,IT ALWAYS HAPPENS,H P M A C,"$40,000",Yes,NA,40
"February 22, 2023",Phrase,Thing,People,JUMP AROUND,M C Y A,"$40,000",No,NA,40
"February 23, 2023",What Are You Doing?,Person,Thing,SOCIALIZING,M C P I,"$45,000",Yes,NA,40
"February 24, 2023",What Are You Doing?,Person,Thing,ACHIEVING MY GOALS,P H G O,"$40,000",No,NA,40
"February 27, 2023",Phrase,Around the House,Thing,THAT WAS FUNNY,H M G A,BMW X1,Yes,NA,40
"February 28, 2023",Phrase,Event,Thing,WHAT A CUTE OUTFIT,B M C A,"$40,000",No,NA,40
"March 1, 2023",Person,Phrase,Thing,FASHION MOGUL,B P C A,BMW X1,No,NA,40
"March 2, 2023",Event,Thing,Phrase,HOMECOMING PARADE,C P M A,"$45,000",Yes,NA,40
"March 3, 2023",Person,Thing,Phrase,MY FAVORITE AUTHOR,M F C O,"$40,000",No,NA,40
"March 6, 2023",Around the House,Phrase,Thing,CANDY JAR,J H Y O,Chevrolet Traverse,No,NA,40
"March 7, 2023",Place,Phrase,Things,HUGE FACILITY,M H P A,"$40,000",No,NA,40
"March 8, 2023",Phrase,Around the House,Things,HAPPY TO HEAR THAT,H P C A,Chevrolet Traverse,Yes,NA,40
"March 9, 2023",What Are You Wearing?,Things,Phrase,A HEAVY OVERCOAT,H D G O,"$40,000",Yes,NA,40
"March 10, 2023",Phrase,Thing,Event,OUT FOR A JAUNT,P H C O,"$40,000",No,NA,40
"March 13, 2023",Place,Thing,Phrase,NEW MUSEUM WING,D C M A,Lincoln Corsair,No,NA,40
"March 14, 2023",Phrase,Thing,Around the House,NOTHING FAZES YOU,H P D O,Lincoln Corsair,No,NA,40
"March 15, 2023",People,Thing,Phrase,IDENTICAL TWINS,C D H A,"$40,000",Yes,NA,40
"March 16, 2023",What Are You Doing?,Thing,Phrase,BOOKING A FLIGHT,B C M O,"$40,000",Yes,NA,40
"March 17, 2023",Person,Around the House,Phrase,FOUNDING PARTNER,P G M O,"$40,000",No,NA,40
"March 20, 2023",Things,Around the House,Phrase,AWESOME DIGITAL PHOTOS,C M P A,"$40,000",No,NA,40
"March 21, 2023",Phrase,What Are You Doing?,Things,MIND IS WANDERING,D G H O,"$40,000",Yes,NA,40
"March 22, 2023",Phrase,Places,Thing,A NICE VIEW FROM THE TOP,P V W I,Ford Mustang convertible,Yes,NA,40
"March 23, 2023",Person,Places,Phrase,QUALIFIED JUDGE,D B C O,Ford Mustang convertible,No,NA,40
"March 24, 2023",Phrase,Thing,Events,HAVING YOU BY MY SIDE,H M D A,Ford Mustang convertible,No,NA,40
"March 27, 2023",What Are You Doing?,Phrase,Thing,BAKING A POUND CAKE,G C M A,"$40,000",No,NA,40
"March 28, 2023",What Are You Doing?,Phrase,Thing,MAKING A WILD COMEBACK,D C P A,"$40,000",No,NA,40
"March 29, 2023",Around the House,Phrase,Things,BIG FLUFFY PILLOW,C D M A,"$40,000",No,NA,40
"March 30, 2023",Places,Thing,Phrase,WIDE BOULEVARDS,P H G A D,Ford Bronco,No,NA,40
"March 31, 2023",Events,Phrase,Thing,JOYOUS OCCASIONS,P H G A,Ford Bronco,No,NA,40
"April 3, 2023",What Are You Doing?,Thing,Phrase,FINDING OUR OWN WAY,M D B I,"$50,000",No,NA,40
"April 4, 2023",People,Events,Phrase,AVID HOCKEY FANS,H D G A C,"$40,000",Yes,NA,40
"April 5, 2023",What Are You Doing?,Thing,Phrase,AUDITING,B D M A,Volkswagen Golf,No,NA,40
"April 6, 2023",What Are You Doing?,Things,Living Thing,JUST WINGING IT,D P C I,"$100,000",No,NA,40
"April 7, 2023",People,Thing,Phrase,A JOVIAL CROWD,H F D A M,"$40,000",No,NA,40
"April 10, 2023",Place,Phrase,Thing,PAVED WALKWAY,P C D I,"$40,000",No,NA,40
"April 11, 2023",What Are You Doing?,Phrase,Thing,WAITING IT OUT,M H G I,Chevrolet Traverse,No,NA,40
"April 12, 2023",Event,Thing,Phrase,FUN OUTDOOR FESTIVAL,C P H O,Ford Mustang convertible,No,NA,40
"April 13, 2023",Phrase,Person,Thing,IT WAS JUST A HUNCH,G H P O,"$40,000",No,NA,40
"April 14, 2023",What Are You Doing?,Phrase,Thing,FINISHING MY WORKOUT,P M C A B,Ford Escape,No,NA,40
"April 17, 2023",Around the House,Phrase,Thing,HANDHELD VACUUM,H M B A,Ford Escape,Yes,NA,40
"April 18, 2023",Things,Phrase,Event,FAVORS AND GIFTS,C D M A,Ford Escape,No,NA,40
"April 19, 2023",Phrase,Thing,People,YOUNG AND HIP,G D B O,Ford Escape,No,NA,40
"April 20, 2023",Event,Thing,Phrase,BRIEF POWER OUTAGE,M D C I B,Ford Escape,Yes,NA,40
"April 21, 2023",Phrase,People,Thing,HIGHLY DEBATABLE,P H G O,"$45,000",Yes,NA,40
"April 24, 2023",Event,Thing,Phrase,AN EPIC VOYAGE,D H P O,"$40,000",No,NA,40
"April 25, 2023",What Are You Doing?,Phrase,Thing,JOINING THE FRAY,M H D O,"$45,000",No,NA,40
"April 26, 2023",Place,Phrase,Living Things,QUAINT FAMILY FARM,C M P A,"$40,000",No,NA,40
"April 27, 2023",People,Things,Phrase,ADVISORY BOARD,C D M O,"$40,000",Yes,NA,40
"April 28, 2023",Phrase,What Are You Doing?,Thing,FAR FROM AVERAGE,C G W O P,"$40,000",No,NA,40
"May 1, 2023",What Are You Doing?,Event,Thing,FORGING AHEAD,M D G I,"$45,000",Yes,NA,40
"May 2, 2023",Around the House,Phrase,Thing,OLD WICKER CHAIR,D G P O F,"$40,000",No,NA,40
"May 3, 2023",Place,Phrase,Thing,MY PRIVATE HIDEOUT,G H C O M,Mercedes-Benz GLB,No,NA,40
"May 4, 2023",Thing,Phrase,Place,AN OBVIOUS QUESTION,C M P O,Mercedes-Benz GLB,Yes,NA,40
"May 5, 2023",Phrase,Living Things,Thing,VAGUELY FAMILIAR,M D G O,"$80,000",Yes,NA,40
"May 8, 2023",Phrase,Thing,What Are You Doing?,PAY THEM A VISIT,H Y V A,Infiniti Q50,Yes,NA,40
"May 9, 2023",Phrase,What Are You Doing?,Thing,WORK OUT THE KINKS,B H D I,"$40,000",Yes,NA,40
"May 10, 2023",Fun & Games,Thing,People,A WHIMSICAL JOKE,G D M O,Infiniti Q50,No,NA,40
"May 11, 2023",Phrase,What Are You Doing?,Thing,TIME FOR AN UPGRADE,M F C O,"$45,000",No,NA,40
"May 12, 2023",Living Things,What Are You Doing?,Phrase,QUICK FOXES,M C H A,"$45,000",No,NA,40
"May 15, 2023",What Are You Doing?,Thing,Person,PROVIDING VALUABLE INFO,G C P A,"$40,000",No,NA,40
"May 16, 2023",Thing,People,Phrase,VALIANT EFFORT,M C D A,Nissan Rogue,Yes,NA,40
"May 17, 2023",What Are You Doing?,Phrase,Thing,FORMING A FOUNDATION,C M D O,"$40,000",Yes,NA,40
"May 18, 2023",Phrase,Thing,What Are You Doing?,THAT WAS A PIVOTAL FACTOR,H G M A,"$100,000",No,NA,40
"May 19, 2023",Thing,Phrase,Person,UNACHIEVABLE GOAL,C D B I,"$45,000",No,NA,40
"May 22, 2023",What Are You Doing?,Phrase,Thing,USING OFFICE JARGON,G H M A,"$40,000",No,NA,40
"May 23, 2023",Place,Thing,What Are You Doing?,FANCY BOUTIQUE,D C H A,"$40,000",Yes,NA,40
"May 24, 2023",Phrase,People,Thing,ALWAYS EVOLVING,C M P A G,"$40,000",No,NA,40
"May 25, 2023",Phrase,What Are You Doing?,Thing,WAY OVERBOARD,C D F A,"$40,000",No,NA,40
"May 26, 2023",What Are You Doing?,Living Things,Phrase,ACING A POP QUIZ,M G D A,"$40,000",No,NA,40
"May 29, 2023",Phrase,What Are You Doing?,Thing,STAY AFLOAT,D G Y A,"$100,000",Yes,NA,40
"May 30, 2023",Person,Phrase,Thing,GIFTED YOUNG POET,C D K A,"$40,000",No,NA,40
"May 31, 2023",Thing,Places,Phrase,YOUR VIVID IMAGINATION,P M D A W,"$40,000",No,NA,40
"June 1, 2023",Living Thing,Things,Phrase,FINICKY PUPPY,C D M A,"$45,000",No,NA,40
"June 2, 2023",Phrase,Thing,Event,FOCUS ON THE JOB,M H K O,"$40,000",No,NA,40
"June 5, 2023",Place,Phrase,Thing,OPEN BANK VAULT,G D M O,"$40,000",No,NA,40
"June 6, 2023",What Are You Doing?,Around the House,Thing,WEIGHING OUR OPTIONS,M C H A,"$40,000",No,NA,40
"June 7, 2023",Phrase,Place,Thing,WILD ABOUT IT,D K C I,"$45,000",Yes,NA,40
"June 8, 2023",Phrase,People,Thing,THEY FIZZLED OUT,M D F O,"$40,000",No,NA,40
"June 9, 2023",What Are You Doing?,Thing,Phrase,CHECKING MY PHONE AGAIN,C D G A,Mercedes-Benz GLB,Yes,NA,40
"September 11, 2023",Fun & Games,Phrase,Thing,OVERTIME VICTORY,M C D A,"$50,000",No,NA,41
"September 12, 2023",Phrase,Thing,Place,WHIRLING AROUND,M G Y O,"$50,000",No,NA,41
"September 13, 2023",What Are You Doing?,Phrase,Thing,OBTAINING MY GOALS,M G D I,Volkswagen ID.4,No,NA,41
"September 14, 2023",Place,Thing,Phrase,A POPULAR BOUTIQUE,D G H A,"$40,000",No,NA,41
"September 15, 2023",Food & Drink,Phrase,Thing,BAKED CANDIED YAMS,P G H O,"$40,000",No,NA,41
"September 18, 2023",Thing,Phrase,What Are You Doing?,UNWAVERING VOICE,M D H O,Ford Escape,No,NA,41
"September 19, 2023",People,Phrase,Thing,A JUBILANT GROUP,D M C A,"$40,000",No,NA,41
"September 20, 2023",Event,Thing,Phrase,OUTDOOR FESTIVAL,H G P O F,"$40,000",Yes,NA,41
"September 21, 2023",Phrase,Thing,Person,BUILD A FIRM FOUNDATION,D M W I,"$100,000",No,NA,41
"September 22, 2023",What Are You Doing?,Thing,Phrase,JUST BLUFFING,M G C A,"$75,000",No,NA,41
